id,dpname,fb_1,fb_2,fb_3,fb_4,fb_5,bow_1,bow_2,bow_3,bow_4,bow_5,lstm_1,lstm_2,lstm_3,lstm_4,lstm_5,ggnn_1,ggnn_2,ggnn_3,ggnn_4,ggnn_5
65,BenchmarkTest19067_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
66,BenchmarkTest01549_truepositive.txt,1,9,9,9,9,1,1,1,1,1,0,9,9,9,9,1,9,9,9,9
67,BenchmarkTest00887_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
68,BenchmarkTest14679_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
69,BenchmarkTest02209_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
70,BenchmarkTest01500_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
71,BenchmarkTest07731_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
72,BenchmarkTest02187_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
73,BenchmarkTest17859_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
74,BenchmarkTest07151_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
75,BenchmarkTest08428_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
76,BenchmarkTest04052_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
77,BenchmarkTest03457_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
78,BenchmarkTest09646_truepositive.txt,1,9,9,9,9,1,1,0,1,1,1,9,9,9,9,0,9,9,9,9
79,BenchmarkTest00846_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
80,BenchmarkTest17789_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
81,BenchmarkTest02770_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
82,BenchmarkTest08366_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
83,BenchmarkTest04629_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
84,BenchmarkTest08985_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
85,BenchmarkTest12859_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
86,BenchmarkTest21001_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
87,BenchmarkTest02833_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
88,BenchmarkTest05329_falsepositive.txt,0,9,9,9,9,0,1,1,1,0,1,9,9,9,9,0,9,9,9,9
89,BenchmarkTest14062_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
90,BenchmarkTest11503_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
91,BenchmarkTest12828_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
92,BenchmarkTest20979_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
93,BenchmarkTest14729_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
94,BenchmarkTest07107_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
95,BenchmarkTest17865_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
96,BenchmarkTest02748_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
97,BenchmarkTest02809_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
98,BenchmarkTest19660_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
99,BenchmarkTest07798_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
100,BenchmarkTest06565_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
101,BenchmarkTest02752_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
102,BenchmarkTest05943_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
103,BenchmarkTest21027_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
104,BenchmarkTest19671_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
105,BenchmarkTest04641_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
106,BenchmarkTest02122_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
107,BenchmarkTest08387_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
108,BenchmarkTest04095_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
109,BenchmarkTest08400_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
110,BenchmarkTest09697_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
111,BenchmarkTest18425_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
112,BenchmarkTest17778_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
113,BenchmarkTest14046_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
114,BenchmarkTest00892_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
115,BenchmarkTest00850_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
116,BenchmarkTest04692_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
117,BenchmarkTest03456_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
118,BenchmarkTest07734_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
119,BenchmarkTest07154_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
120,BenchmarkTest07816_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
121,BenchmarkTest05287_truepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
122,BenchmarkTest06530_truepositive.txt,1,9,9,9,9,0,1,1,1,1,1,9,9,9,9,1,9,9,9,9
123,BenchmarkTest04707_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
124,BenchmarkTest02816_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
125,BenchmarkTest08422_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
126,BenchmarkTest05322_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
127,BenchmarkTest07168_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
128,BenchmarkTest07181_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
129,BenchmarkTest06510_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
130,BenchmarkTest11518_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
131,BenchmarkTest09072_truepositive.txt,1,9,9,9,9,1,1,1,1,1,0,9,9,9,9,0,9,9,9,9
132,BenchmarkTest07177_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
133,BenchmarkTest04654_falsepositive.txt,0,9,9,9,9,1,1,0,1,1,1,9,9,9,9,0,9,9,9,9
134,BenchmarkTest20941_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
135,BenchmarkTest10269_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
136,BenchmarkTest08388_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
137,BenchmarkTest19719_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
138,BenchmarkTest02799_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
139,BenchmarkTest19066_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
140,BenchmarkTest16537_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
141,BenchmarkTest11493_falsepositive.txt,0,9,9,9,9,0,0,1,1,1,1,9,9,9,9,1,9,9,9,9
142,BenchmarkTest00052_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
143,BenchmarkTest02738_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
144,BenchmarkTest12863_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
145,BenchmarkTest02828_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
146,BenchmarkTest06463_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
147,BenchmarkTest17772_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
148,BenchmarkTest16542_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
149,BenchmarkTest16539_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
150,BenchmarkTest06484_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
151,BenchmarkTest01484_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
152,BenchmarkTest20353_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
153,BenchmarkTest08384_falsepositive.txt,0,9,9,9,9,0,1,1,0,1,1,9,9,9,9,1,9,9,9,9
154,BenchmarkTest05855_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
155,BenchmarkTest09692_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
156,BenchmarkTest02213_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
157,BenchmarkTest04065_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
158,BenchmarkTest10248_truepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
159,BenchmarkTest21010_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
160,BenchmarkTest08991_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,0,9,9,9,9,1,9,9,9,9
161,BenchmarkTest01547_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
162,BenchmarkTest02735_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
163,BenchmarkTest09063_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
164,BenchmarkTest09006_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
165,BenchmarkTest00874_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
166,BenchmarkTest08953_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
167,BenchmarkTest20931_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
168,BenchmarkTest01541_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
169,BenchmarkTest14103_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
170,BenchmarkTest02768_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
171,BenchmarkTest04106_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
172,BenchmarkTest05293_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
173,BenchmarkTest09009_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
174,BenchmarkTest19020_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
175,BenchmarkTest04078_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
176,BenchmarkTest09050_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
177,BenchmarkTest08406_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
178,BenchmarkTest17211_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
179,BenchmarkTest09648_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
180,BenchmarkTest05931_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
181,BenchmarkTest20313_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
182,BenchmarkTest14067_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
183,BenchmarkTest04674_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
184,BenchmarkTest00843_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
185,BenchmarkTest02841_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
186,BenchmarkTest14118_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
187,BenchmarkTest01470_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
188,BenchmarkTest02769_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
189,BenchmarkTest16628_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
190,BenchmarkTest08403_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
191,BenchmarkTest04105_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
192,BenchmarkTest05899_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
193,BenchmarkTest08410_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
194,BenchmarkTest02139_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
195,BenchmarkTest14040_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
196,BenchmarkTest20380_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
197,BenchmarkTest09053_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
198,BenchmarkTest02823_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
199,BenchmarkTest14077_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
200,BenchmarkTest08997_truepositive.txt,1,9,9,9,9,1,1,1,1,1,0,9,9,9,9,0,9,9,9,9
201,BenchmarkTest10285_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
202,BenchmarkTest14102_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
203,BenchmarkTest04094_truepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
204,BenchmarkTest10282_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
205,BenchmarkTest07762_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
206,BenchmarkTest16627_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
207,BenchmarkTest00849_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
208,BenchmarkTest06529_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
209,BenchmarkTest14035_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
210,BenchmarkTest14086_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
211,BenchmarkTest14083_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
212,BenchmarkTest17209_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
213,BenchmarkTest20991_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
214,BenchmarkTest07192_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
215,BenchmarkTest06557_truepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
216,BenchmarkTest06537_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
217,BenchmarkTest04661_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
218,BenchmarkTest14039_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
219,BenchmarkTest02160_truepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
220,BenchmarkTest20356_falsepositive.txt,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
221,BenchmarkTest07814_falsepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,9,9,9,9
222,BenchmarkTest05323_truepositive.txt,0,9,9,9,9,1,1,1,1,0,1,9,9,9,9,1,9,9,9,9
223,BenchmarkTest08392_truepositive.txt,0,9,9,9,9,1,1,1,1,1,1,9,9,9,9,0,9,9,9,9
