seed,prep,strat,split,emb_dim,batch_size,depth,trainacc,testacc,tp,tn,fp,fn,recall,precision,epoch,epochtime,besttime,trainingtime
1234,APS,pw,1,8,12,0,96.31,69.33,21,31,7,16,56.76,75.00,54,4.81,114.23,259.64
1234,APS,pw,1,8,12,0,96.31,70.67,22,31,7,15,59.46,75.86,55,4.81,114.23,264.39
1234,APS,pw,1,8,12,0,96.31,66.67,23,27,11,14,62.16,67.65,56,4.80,114.23,268.98
1234,APS,pw,1,8,12,0,96.31,65.33,22,27,11,15,59.46,66.67,57,4.80,114.23,273.79
1234,APS,pw,1,8,12,0,96.62,66.67,23,27,11,14,62.16,67.65,58,4.80,114.23,278.56
1234,APS,pw,1,8,12,0,96.62,66.67,23,27,11,14,62.16,67.65,59,4.80,114.23,283.18
1234,APS,pw,1,8,12,0,96.62,66.67,23,27,11,14,62.16,67.65,60,4.80,114.23,288.13
1234,APS,pw,1,8,12,0,96.92,66.67,23,27,11,14,62.16,67.65,61,4.80,114.23,292.84
1234,APS,pw,1,8,12,0,96.92,66.67,23,27,11,14,62.16,67.65,62,4.80,114.23,297.85
1234,APS,pw,1,8,12,0,96.92,68.00,24,27,11,13,64.86,68.57,63,4.81,114.23,302.97
1234,APS,pw,1,8,12,0,92.62,74.67,25,31,7,12,67.57,78.12,63,4.81,114.23,302.97
1234,APS,pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,1,4.83,4.83,4.83
1234,APS,pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,2,4.83,9.66,9.66
1234,APS,pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,3,4.94,14.82,14.82
1234,APS,pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,4,4.92,19.66,19.66
1234,APS,pw,2,8,12,0,55.05,49.46,0,46,0,47,0.00,0.00,5,4.91,24.56,24.56
1234,APS,pw,2,8,12,0,84.04,51.61,3,45,1,44,6.38,75.00,6,4.87,29.22,29.22
1234,APS,pw,2,8,12,0,67.10,48.39,0,45,1,47,0.00,0.00,7,4.87,29.22,34.06
1234,APS,pw,2,8,12,0,78.18,51.61,3,45,1,44,6.38,75.00,8,4.86,38.87,38.87
1234,APS,pw,2,8,12,0,83.39,53.76,6,44,2,41,12.77,75.00,9,4.86,43.71,43.71
1234,APS,pw,2,8,12,0,86.97,54.84,8,43,3,39,17.02,72.73,10,4.85,48.53,48.53
1234,APS,pw,2,8,12,0,89.90,55.91,12,40,6,35,25.53,66.67,11,4.88,53.65,53.65
1234,APS,pw,2,8,12,0,87.30,37.63,12,23,23,35,25.53,34.29,12,4.88,53.65,58.55
1234,APS,pw,2,8,12,0,84.69,52.69,5,44,2,42,10.64,71.43,13,4.86,53.65,63.16
1234,APS,pw,2,8,12,0,85.34,50.54,2,45,1,45,4.26,66.67,14,4.85,53.65,67.93
1234,APS,pw,2,8,12,0,90.23,38.71,12,24,22,35,25.53,35.29,15,4.85,53.65,72.80
1234,APS,pw,2,8,12,0,89.58,53.76,8,42,4,39,17.02,66.67,16,4.86,53.65,77.75
1234,APS,pw,2,8,12,0,92.18,56.99,11,42,4,36,23.40,73.33,17,4.85,82.44,82.44
1234,APS,pw,2,8,12,0,92.51,55.91,11,41,5,36,23.40,68.75,18,4.85,82.44,87.29
1234,APS,pw,2,8,12,0,93.16,84.95,41,38,8,6,87.23,83.67,19,4.82,91.57,91.57
1234,APS,pw,2,8,12,0,93.16,56.99,11,42,4,36,23.40,73.33,20,4.81,91.57,96.22
1234,APS,pw,2,8,12,0,93.81,55.91,11,41,5,36,23.40,68.75,21,4.80,91.57,100.81
1234,APS,pw,2,8,12,0,93.49,56.99,11,42,4,36,23.40,73.33,22,4.81,91.57,105.81
1234,APS,pw,2,8,12,0,94.14,54.84,11,40,6,36,23.40,64.71,23,4.82,91.57,110.78
1234,APS,pw,2,8,12,0,94.14,55.91,11,41,5,36,23.40,68.75,24,4.81,91.57,115.37
1234,APS,pw,2,8,12,0,92.18,49.46,46,0,46,1,97.87,50.00,25,4.81,91.57,120.33
1234,APS,pw,2,8,12,0,93.81,54.84,9,42,4,38,19.15,69.23,26,4.82,91.57,125.29
1234,APS,pw,2,8,12,0,93.16,52.69,12,37,9,35,25.53,57.14,27,4.81,91.57,129.81
1234,APS,pw,2,8,12,0,93.81,38.71,21,15,31,26,44.68,40.38,28,4.81,91.57,134.66
1234,APS,pw,2,8,12,0,94.79,43.01,12,28,18,35,25.53,40.00,29,4.81,91.57,139.57
1234,APS,pw,2,8,12,0,94.79,56.99,12,41,5,35,25.53,70.59,30,4.82,91.57,144.53
1234,APS,pw,2,8,12,0,94.46,48.39,12,33,13,35,25.53,48.00,31,4.81,91.57,149.22
1234,APS,pw,2,8,12,0,95.44,56.99,12,41,5,35,25.53,70.59,32,4.81,91.57,153.92
1234,APS,pw,2,8,12,0,95.77,56.99,12,41,5,35,25.53,70.59,33,4.80,91.57,158.51
1234,APS,pw,2,8,12,0,96.09,56.99,12,41,5,35,25.53,70.59,34,4.81,91.57,163.64
1234,APS,pw,2,8,12,0,95.11,56.99,12,41,5,35,25.53,70.59,35,4.82,91.57,168.58
1234,APS,pw,2,8,12,0,95.44,56.99,12,41,5,35,25.53,70.59,36,4.80,91.57,172.92
1234,APS,pw,2,8,12,0,96.09,56.99,12,41,5,35,25.53,70.59,37,4.80,91.57,177.63
1234,APS,pw,2,8,12,0,96.42,56.99,12,41,5,35,25.53,70.59,38,4.81,91.57,182.77
1234,APS,pw,2,8,12,0,95.77,50.54,12,35,11,35,25.53,52.17,39,4.81,91.57,187.52
1234,APS,pw,2,8,12,0,96.42,56.99,12,41,5,35,25.53,70.59,40,4.81,91.57,192.46
1234,APS,pw,2,8,12,0,96.09,56.99,12,41,5,35,25.53,70.59,41,4.82,91.57,197.42
1234,APS,pw,2,8,12,0,96.42,49.46,12,34,12,35,25.53,50.00,42,4.81,91.57,201.86
1234,APS,pw,2,8,12,0,96.42,49.46,12,34,12,35,25.53,50.00,43,4.80,91.57,206.51
1234,APS,pw,2,8,12,0,96.42,55.91,12,40,6,35,25.53,66.67,44,4.80,91.57,211.17
1234,APS,pw,2,8,12,0,96.42,55.91,12,40,6,35,25.53,66.67,45,4.80,91.57,216.15
1234,APS,pw,2,8,12,0,97.07,55.91,12,40,6,35,25.53,66.67,46,4.80,91.57,220.87
1234,APS,pw,2,8,12,0,97.07,55.91,12,40,6,35,25.53,66.67,47,4.80,91.57,225.67
1234,APS,pw,2,8,12,0,97.07,55.91,12,40,6,35,25.53,66.67,48,4.80,91.57,230.39
1234,APS,pw,2,8,12,0,97.39,56.99,12,41,5,35,25.53,70.59,49,4.81,91.57,235.48
1234,APS,pw,2,8,12,0,97.72,55.91,12,40,6,35,25.53,66.67,50,4.81,91.57,240.48
1234,APS,pw,2,8,12,0,96.42,56.99,12,41,5,35,25.53,70.59,51,4.81,91.57,245.52
1234,APS,pw,2,8,12,0,97.39,46.24,12,31,15,35,25.53,44.44,52,4.81,91.57,250.21
1234,APS,pw,2,8,12,0,98.05,56.99,12,41,5,35,25.53,70.59,53,4.80,91.57,254.50
1234,APS,pw,2,8,12,0,98.05,55.91,12,40,6,35,25.53,66.67,54,4.80,91.57,259.30
1234,APS,pw,2,8,12,0,98.05,55.91,12,40,6,35,25.53,66.67,55,4.80,91.57,264.24
1234,APS,pw,2,8,12,0,98.05,55.91,12,40,6,35,25.53,66.67,56,4.81,91.57,269.50
1234,APS,pw,2,8,12,0,98.05,55.91,12,40,6,35,25.53,66.67,57,4.81,91.57,274.36
1234,APS,pw,2,8,12,0,97.72,55.91,12,40,6,35,25.53,66.67,58,4.82,91.57,279.64
1234,APS,pw,2,8,12,0,97.72,49.46,12,34,12,35,25.53,50.00,59,4.82,91.57,284.34
1234,APS,pw,2,8,12,0,98.37,49.46,12,34,12,35,25.53,50.00,60,4.82,91.57,289.34
1234,APS,pw,2,8,12,0,98.05,56.99,12,41,5,35,25.53,70.59,61,4.82,91.57,294.13
1234,APS,pw,2,8,12,0,97.72,56.99,12,41,5,35,25.53,70.59,62,4.83,91.57,299.26
1234,APS,pw,2,8,12,0,95.44,41.94,12,27,19,35,25.53,38.71,63,4.83,91.57,304.33
1234,APS,pw,2,8,12,0,93.16,84.95,41,38,8,6,87.23,83.67,63,4.83,91.57,304.33
1234,APS,pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,1,5.08,5.08,5.08
1234,APS,pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,2,5.04,10.09,10.09
1234,APS,pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,3,5.00,15.00,15.00
1234,APS,pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,4,4.96,19.83,19.83
1234,APS,pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,5,4.95,24.75,24.75
1234,APS,pw,3,8,12,0,73.21,49.37,23,16,40,0,100.00,36.51,6,4.91,29.47,29.47
1234,APS,pw,3,8,12,0,85.05,72.15,21,36,20,2,91.30,51.22,7,4.91,34.37,34.37
1234,APS,pw,3,8,12,0,82.55,54.43,23,20,36,0,100.00,38.98,8,4.93,34.37,39.46
1234,APS,pw,3,8,12,0,92.21,77.22,16,45,11,7,69.57,59.26,9,4.93,44.39,44.39
1234,APS,pw,3,8,12,0,88.79,78.48,12,50,6,11,52.17,66.67,10,4.93,49.31,49.31
1234,APS,pw,3,8,12,0,87.23,67.09,2,51,5,21,8.70,28.57,11,4.93,49.31,54.26
1234,APS,pw,3,8,12,0,90.65,79.75,14,49,7,9,60.87,66.67,12,4.96,59.50,59.50
1234,APS,pw,3,8,12,0,92.21,77.22,14,47,9,9,60.87,60.87,13,4.96,59.50,64.48
1234,APS,pw,3,8,12,0,91.90,77.22,14,47,9,9,60.87,60.87,14,4.97,59.50,69.63
1234,APS,pw,3,8,12,0,91.90,75.95,13,47,9,10,56.52,59.09,15,4.98,59.50,74.72
1234,APS,pw,3,8,12,0,91.59,74.68,13,46,10,10,56.52,56.52,16,4.99,59.50,79.88
1234,APS,pw,3,8,12,0,91.59,74.68,13,46,10,10,56.52,56.52,17,5.00,59.50,84.93
1234,APS,pw,3,8,12,0,91.59,73.42,12,46,10,11,52.17,54.55,18,4.99,59.50,89.75
1234,APS,pw,3,8,12,0,91.28,63.29,2,48,8,21,8.70,20.00,19,5.00,59.50,94.98
1234,APS,pw,3,8,12,0,93.15,69.62,12,43,13,11,52.17,48.00,20,5.00,59.50,100.00
1234,APS,pw,3,8,12,0,92.21,75.95,12,48,8,11,52.17,60.00,21,5.01,59.50,105.12
1234,APS,pw,3,8,12,0,92.83,74.68,12,47,9,11,52.17,57.14,22,5.01,59.50,110.25
1234,APS,pw,3,8,12,0,92.83,69.62,12,43,13,11,52.17,48.00,23,5.01,59.50,115.13
1234,APS,pw,3,8,12,0,92.52,69.62,12,43,13,11,52.17,48.00,24,5.01,59.50,120.23
1234,APS,pw,3,8,12,0,93.77,69.62,12,43,13,11,52.17,48.00,25,5.01,59.50,125.21
1234,APS,pw,3,8,12,0,84.42,68.35,1,53,3,22,4.35,25.00,26,5.02,59.50,130.40
1234,APS,pw,3,8,12,0,82.55,70.89,0,56,0,23,0.00,0.00,27,5.01,59.50,135.36
1234,APS,pw,3,8,12,0,85.67,70.89,0,56,0,23,0.00,0.00,28,5.04,59.50,141.03
1234,APS,pw,3,8,12,0,87.54,68.35,0,54,2,23,0.00,0.00,29,5.03,59.50,145.80
1234,APS,pw,3,8,12,0,90.65,68.35,1,53,3,22,4.35,25.00,30,5.04,59.50,151.12
1234,APS,pw,3,8,12,0,90.97,65.82,1,51,5,22,4.35,16.67,31,5.03,59.50,156.05
1234,APS,pw,3,8,12,0,92.21,62.03,2,47,9,21,8.70,18.18,32,5.05,59.50,161.51
1234,APS,pw,3,8,12,0,93.46,74.68,12,47,9,11,52.17,57.14,33,5.07,59.50,167.20
1234,APS,pw,3,8,12,0,93.46,74.68,12,47,9,11,52.17,57.14,34,5.07,59.50,172.32
1234,APS,pw,3,8,12,0,93.77,74.68,12,47,9,11,52.17,57.14,35,5.08,59.50,177.70
1234,APS,pw,3,8,12,0,93.77,62.03,2,47,9,21,8.70,18.18,36,5.08,59.50,183.01
1234,APS,pw,3,8,12,0,93.77,62.03,2,47,9,21,8.70,18.18,37,5.09,59.50,188.31
1234,APS,pw,3,8,12,0,94.08,62.03,2,47,9,21,8.70,18.18,38,5.10,59.50,193.81
1234,APS,pw,3,8,12,0,94.70,62.03,2,47,9,21,8.70,18.18,39,5.11,59.50,199.35
1234,APS,pw,3,8,12,0,95.64,62.03,2,47,9,21,8.70,18.18,40,5.11,59.50,204.30
1234,APS,pw,3,8,12,0,95.64,62.03,2,47,9,21,8.70,18.18,41,5.11,59.50,209.38
1234,APS,pw,3,8,12,0,95.64,62.03,2,47,9,21,8.70,18.18,42,5.11,59.50,214.73
1234,APS,pw,3,8,12,0,95.95,62.03,2,47,9,21,8.70,18.18,43,5.11,59.50,219.93
1234,APS,pw,3,8,12,0,95.95,62.03,2,47,9,21,8.70,18.18,44,5.12,59.50,225.09
1234,APS,pw,3,8,12,0,95.95,62.03,2,47,9,21,8.70,18.18,45,5.12,59.50,230.37
1234,APS,pw,3,8,12,0,95.95,62.03,2,47,9,21,8.70,18.18,46,5.12,59.50,235.55
1234,APS,pw,3,8,12,0,95.95,62.03,2,47,9,21,8.70,18.18,47,5.12,59.50,240.57
1234,APS,pw,3,8,12,0,95.95,74.68,12,47,9,11,52.17,57.14,48,5.11,59.50,245.47
1234,APS,pw,3,8,12,0,95.95,62.03,2,47,9,21,8.70,18.18,49,5.11,59.50,250.16
1234,APS,pw,3,8,12,0,95.95,74.68,12,47,9,11,52.17,57.14,50,5.10,59.50,255.01
1234,APS,pw,3,8,12,0,96.26,74.68,12,47,9,11,52.17,57.14,51,5.09,59.50,259.83
1234,APS,pw,3,8,12,0,96.57,74.68,12,47,9,11,52.17,57.14,52,5.09,59.50,264.92
1234,APS,pw,3,8,12,0,96.57,74.68,12,47,9,11,52.17,57.14,53,5.09,59.50,269.77
1234,APS,pw,3,8,12,0,96.57,74.68,12,47,9,11,52.17,57.14,54,5.09,59.50,274.60
1234,APS,pw,3,8,12,0,96.26,74.68,12,47,9,11,52.17,57.14,55,5.09,59.50,279.70
1234,APS,pw,3,8,12,0,96.26,74.68,12,47,9,11,52.17,57.14,56,5.09,59.50,284.85
1234,APS,pw,3,8,12,0,96.26,73.42,12,46,10,11,52.17,54.55,57,5.09,59.50,289.90
1234,APS,pw,3,8,12,0,94.39,74.68,12,47,9,11,52.17,57.14,58,5.09,59.50,295.09
1234,APS,pw,3,8,12,0,95.95,74.68,12,47,9,11,52.17,57.14,59,5.08,59.50,299.91
1234,APS,pw,3,8,12,0,96.26,73.42,12,46,10,11,52.17,54.55,60,5.08,59.50,305.03
1234,APS,pw,3,8,12,0,90.65,79.75,14,49,7,9,60.87,66.67,60,5.08,59.50,305.03
1234,APS,pw,4,8,12,0,50.62,39.74,31,0,47,0,100.00,39.74,1,4.56,4.56,4.56
1234,APS,pw,4,8,12,0,50.62,39.74,31,0,47,0,100.00,39.74,2,4.53,9.06,9.06
1234,APS,pw,4,8,12,0,70.81,42.31,31,2,45,0,100.00,40.79,3,4.48,13.45,13.45
1234,APS,pw,4,8,12,0,84.16,74.36,21,37,10,10,67.74,67.74,4,4.47,17.87,17.87
1234,APS,pw,4,8,12,0,84.78,82.05,21,43,4,10,67.74,84.00,5,4.50,22.51,22.51
1234,APS,pw,4,8,12,0,76.40,75.64,19,40,7,12,61.29,73.08,6,4.57,22.51,27.40
1234,APS,pw,4,8,12,0,85.09,82.05,26,38,9,5,83.87,74.29,7,4.57,32.00,32.00
1234,APS,pw,4,8,12,0,86.96,83.33,26,39,8,5,83.87,76.47,8,4.57,36.57,36.57
1234,APS,pw,4,8,12,0,87.58,82.05,26,38,9,5,83.87,74.29,9,4.57,36.57,41.15
1234,APS,pw,4,8,12,0,85.71,67.95,10,43,4,21,32.26,71.43,10,4.56,36.57,45.63
1234,APS,pw,4,8,12,0,90.68,73.08,18,39,8,13,58.06,69.23,11,4.57,36.57,50.22
1234,APS,pw,4,8,12,0,89.44,79.49,25,37,10,6,80.65,71.43,12,4.60,36.57,55.22
1234,APS,pw,4,8,12,0,90.06,80.77,27,36,11,4,87.10,71.05,13,4.62,36.57,60.00
1234,APS,pw,4,8,12,0,90.99,76.92,23,37,10,8,74.19,69.70,14,4.63,36.57,64.77
1234,APS,pw,4,8,12,0,91.61,80.77,26,37,10,5,83.87,72.22,15,4.65,36.57,69.71
1234,APS,pw,4,8,12,0,91.93,78.21,24,37,10,7,77.42,70.59,16,4.66,36.57,74.59
1234,APS,pw,4,8,12,0,92.86,80.77,26,37,10,5,83.87,72.22,17,4.66,36.57,79.28
1234,APS,pw,4,8,12,0,93.79,70.51,18,37,10,13,58.06,64.29,18,4.67,36.57,84.02
1234,APS,pw,4,8,12,0,94.41,70.51,18,37,10,13,58.06,64.29,19,4.65,36.57,88.32
1234,APS,pw,4,8,12,0,94.10,70.51,18,37,10,13,58.06,64.29,20,4.65,36.57,92.90
1234,APS,pw,4,8,12,0,94.72,70.51,19,36,11,12,61.29,63.33,21,4.64,36.57,97.53
1234,APS,pw,4,8,12,0,94.72,70.51,19,36,11,12,61.29,63.33,22,4.63,36.57,101.94
1234,APS,pw,4,8,12,0,95.03,70.51,19,36,11,12,61.29,63.33,23,4.63,36.57,106.59
1234,APS,pw,4,8,12,0,95.03,70.51,19,36,11,12,61.29,63.33,24,4.64,36.57,111.41
1234,APS,pw,4,8,12,0,94.41,73.08,21,36,11,10,67.74,65.62,25,4.64,36.57,115.96
1234,APS,pw,4,8,12,0,94.72,73.08,21,36,11,10,67.74,65.62,26,4.63,36.57,120.50
1234,APS,pw,4,8,12,0,93.48,69.23,18,36,11,13,58.06,62.07,27,4.63,36.57,125.09
1234,APS,pw,4,8,12,0,95.34,71.79,20,36,11,11,64.52,64.52,28,4.64,36.57,129.82
1234,APS,pw,4,8,12,0,95.34,70.51,19,36,11,12,61.29,63.33,29,4.63,36.57,134.30
1234,APS,pw,4,8,12,0,91.93,66.67,13,39,8,18,41.94,61.90,30,4.63,36.57,138.93
1234,APS,pw,4,8,12,0,90.99,66.67,21,31,16,10,67.74,56.76,31,4.62,36.57,143.21
1234,APS,pw,4,8,12,0,94.10,65.38,20,31,16,11,64.52,55.56,32,4.62,36.57,147.90
1234,APS,pw,4,8,12,0,92.55,78.21,24,37,10,7,77.42,70.59,33,4.62,36.57,152.40
1234,APS,pw,4,8,12,0,82.61,67.95,15,38,9,16,48.39,62.50,34,4.61,36.57,156.89
1234,APS,pw,4,8,12,0,94.72,65.38,19,32,15,12,61.29,55.88,35,4.61,36.57,161.40
1234,APS,pw,4,8,12,0,95.03,70.51,18,37,10,13,58.06,64.29,36,4.61,36.57,166.01
1234,APS,pw,4,8,12,0,95.03,70.51,18,37,10,13,58.06,64.29,37,4.62,36.57,170.96
1234,APS,pw,4,8,12,0,95.65,70.51,18,37,10,13,58.06,64.29,38,4.62,36.57,175.52
1234,APS,pw,4,8,12,0,95.03,70.51,18,37,10,13,58.06,64.29,39,4.62,36.57,180.14
1234,APS,pw,4,8,12,0,95.65,70.51,18,37,10,13,58.06,64.29,40,4.62,36.57,184.75
1234,APS,pw,4,8,12,0,95.34,70.51,18,37,10,13,58.06,64.29,41,4.61,36.57,189.17
1234,APS,pw,4,8,12,0,95.34,70.51,18,37,10,13,58.06,64.29,42,4.61,36.57,193.76
1234,APS,pw,4,8,12,0,95.34,70.51,18,37,10,13,58.06,64.29,43,4.61,36.57,198.29
1234,APS,pw,4,8,12,0,95.65,70.51,18,37,10,13,58.06,64.29,44,4.61,36.57,203.01
1234,APS,pw,4,8,12,0,95.65,69.23,17,37,10,14,54.84,62.96,45,4.62,36.57,207.79
1234,APS,pw,4,8,12,0,95.34,70.51,18,37,10,13,58.06,64.29,46,4.62,36.57,212.38
1234,APS,pw,4,8,12,0,95.34,70.51,17,38,9,14,54.84,65.38,47,4.61,36.57,216.75
1234,APS,pw,4,8,12,0,95.65,69.23,16,38,9,15,51.61,64.00,48,4.61,36.57,221.29
1234,APS,pw,4,8,12,0,95.96,71.79,19,37,10,12,61.29,65.52,49,4.61,36.57,226.00
1234,APS,pw,4,8,12,0,95.96,74.36,21,37,10,10,67.74,67.74,50,4.61,36.57,230.47
1234,APS,pw,4,8,12,0,95.96,69.23,17,37,10,14,54.84,62.96,51,4.61,36.57,235.17
1234,APS,pw,4,8,12,0,95.96,71.79,19,37,10,12,61.29,65.52,52,4.62,36.57,240.03
1234,APS,pw,4,8,12,0,95.96,71.79,20,36,11,11,64.52,64.52,53,4.62,36.57,244.74
1234,APS,pw,4,8,12,0,95.96,73.08,21,36,11,10,67.74,65.62,54,4.61,36.57,249.18
1234,APS,pw,4,8,12,0,95.96,64.10,10,40,7,21,32.26,58.82,55,4.61,36.57,253.79
1234,APS,pw,4,8,12,0,95.96,65.38,12,39,8,19,38.71,60.00,56,4.61,36.57,258.19
1234,APS,pw,4,8,12,0,94.41,69.23,16,38,9,15,51.61,64.00,57,4.61,36.57,262.75
1234,APS,pw,4,8,12,0,95.96,74.36,22,36,11,9,70.97,66.67,58,4.61,36.57,267.22
1234,APS,pw,4,8,12,0,95.65,64.10,12,38,9,19,38.71,57.14,59,4.61,36.57,271.83
1234,APS,pw,4,8,12,0,96.58,64.10,12,38,9,19,38.71,57.14,60,4.60,36.57,276.26
1234,APS,pw,4,8,12,0,92.86,53.85,22,20,27,9,70.97,44.90,61,4.60,36.57,280.70
1234,APS,pw,4,8,12,0,92.55,58.97,13,33,14,18,41.94,48.15,62,4.60,36.57,285.11
